NUMBER,GAS_USED,TXS,TIMESTAMP
240364,58065000,2765,1614090189
240365,49623000,2363,1614090199
240366,44016000,2096,1614090210
240367,41580000,1980,1614090242
240368,46998000,2238,1614090264
240369,38997000,1857,1614090345
240370,51219000,2439,1614090352
240371,42063000,2003,1614090377
240372,65352000,3112,1614090391
240373,41748000,1988,1614090397
240374,64764000,3084,1614090420
240375,30408000,1448,1614090435
240376,57120000,2720,1614090442
240377,51030000,2430,1614090464
240378,49035000,2335,1614090476
240379,52080000,2480,1614090522
240380,48741000,2321,1614090570
240381,36372000,1732,1614090612
240382,50190000,2390,1614090620
240383,28623000,1363,1614090623
240384,49350000,2350,1614090630
240385,55503000,2643,1614090640
240386,52647000,2507,1614090659
240387,25956000,1236,1614090664
240388,67473000,3213,1614090673
240389,19719000,939,1614090676
240390,65961000,3141,1614090695
240391,22470000,1070,1614090712
240392,75978000,3618,1614090722
240393,9282000,442,1614090735
240394,22890000,1090,1614090738
240395,19362000,922,1614090741
240396,27426000,1306,1614090744
240397,22554000,1074,1614090747
240398,35196000,1676,1614090751
240399,59892000,2852,1614090763
240400,48258000,2298,1614090805
240401,24087000,1147,1614090808
240402,59514000,2834,1614090815
240403,27552000,1312,1614090818
240404,56910000,2710,1614090825
240405,22806000,1086,1614090828
240406,21546000,1026,1614090831
240407,80619000,3839,1614090855
240408,22050000,1050,1614090860
240409,63084000,3004,1614090877
240410,37023000,1763,1614090883
240411,52584000,2504,1614090909
240412,55566000,2646,1614090926
240413,30366000,1446,1614090953
240414,18543000,883,1614090955
240415,22596000,1076,1614090958
240416,74949000,3569,1614090967
240417,33096000,1576,1614090971
240418,52143000,2483,1614090989
240419,38430000,1830,1614091008
240420,53613000,2553,1614091015
240421,31941000,1521,1614091043
240422,54012000,2572,1614091051
240423,31206000,1486,1614091067
240424,30135000,1435,1614091071
240425,77847000,3707,1614091093
240426,9597000,457,1614091094
240427,76293000,3633,1614091122
240428,31857000,1517,1614091151
240429,15624000,744,1614091153
240430,69846000,3326,1614091223
240431,33117000,1577,1614091234
240432,68733000,3273,1614091252
240433,1827000,87,1614091256
240434,7833000,373,1614091257
240435,85785000,4085,1614091268
240436,21420000,1020,1614091271
240437,36855000,1755,1614091275
240438,18648000,888,1614091278
240439,77616000,3696,1614091289
240440,22050000,1050,1614091292
240441,79800000,3800,1614091303
240442,27783000,1323,1614091332
240443,57876000,2756,1614091346
240444,33285000,1585,1614091356
240445,53697000,2557,1614091404
240446,31521000,1501,1614091430
240447,38241000,1821,1614091436
240448,47754000,2274,1614091480
240449,52941000,2521,1614091517
240450,14910000,710,1614091519
240451,44646000,2126,1614091524
240452,63420000,3020,1614091532
240453,21945000,1045,1614091546
240454,34902000,1662,1614091552
240455,2814000,134,1614091553
240456,20223000,963,1614091555
240457,65688000,3128,1614091569
240458,41349000,1969,1614091589
240459,63966000,3046,1614091602
240460,44184000,2104,1614091620
240461,6951000,331,1614091623
240462,16569000,789,1614091625
240463,53844000,2564,1614091631
240464,14658000,698,1614091633
240465,71358000,3398,1614091647
240466,29505000,1405,1614091682
240467,13692000,652,1614091684
240468,12705000,605,1614091685
240469,38094000,1814,1614091690
240470,47271000,2251,1614091705
240471,51744000,2464,1614091727
240472,24864000,1184,1614091733
240473,22428000,1068,1614091736
240474,63126000,3006,1614091792
240475,45024000,2144,1614091811
240476,35826000,1706,1614091820
240477,49728000,2368,1614091830
240478,55251000,2631,1614091842
240479,52899000,2519,1614091879
240480,46746000,2226,1614091900
240481,61404000,2924,1614091915
240482,46746000,2226,1614091975
240483,34167000,1627,1614091979
240484,68544000,3264,1614091988
240485,23667000,1127,1614092000
240486,84168000,4008,1614092015
240487,23982000,1142,1614092024
240488,19215000,915,1614092027
240489,66612000,3172,1614092046
240490,33327000,1587,1614092061
240491,56427000,2687,1614092088
240492,32277000,1537,1614092115
240493,18375000,875,1614092117
240494,9786000,466,1614092118
240495,75873000,3613,1614092132
240496,21630000,1030,1614092147
240497,63672000,3032,1614092167
240498,22113000,1053,1614092169
240499,33411000,1591,1614092173
240500,69657000,3317,1614092195
240501,28560000,1360,1614092212
240502,42231000,2011,1614092217
240503,43239000,2059,1614092231
240504,49581000,2361,1614092280
240505,54075000,2575,1614092289
240506,48258000,2298,1614092300
240507,22050000,1050,1614092306
240508,58800000,2800,1614092313
240509,48300000,2300,1614092322
240510,41748000,1988,1614092333
240511,66402000,3162,1614092350
240512,26187000,1247,1614092358
240513,46830000,2230,1614092366
240514,43470000,2070,1614092374
240515,22953000,1093,1614092376
240516,62496000,2976,1614092395
240517,35973000,1713,1614092401
240518,63777000,3037,1614092412
240519,22239000,1059,1614092415
240520,63672000,3032,1614092430
240521,22239000,1059,1614092434
240522,63756000,3036,1614092452
240523,34587000,1647,1614092481
240524,66633000,3173,1614092504
240525,34188000,1628,1614092511
240526,51744000,2464,1614092519
240527,37548000,1788,1614092524
240528,14679000,699,1614092525
240529,85218000,4058,1614092549
240530,18522000,882,1614092552
240531,82026000,3906,1614092575
240532,25935000,1235,1614092581
240533,24297000,1157,1614092584
240534,60375000,2875,1614092592
240535,36540000,1740,1614092623
240536,48699000,2319,1614092629
240537,57393000,2733,1614092638
240538,31311000,1491,1614092645
240539,59850000,2850,1614092681
240540,22071000,1051,1614092689
240541,63315000,3015,1614092711
240542,12117000,577,1614092713
240543,21546000,1026,1614092715
240544,51975000,2475,1614092722
240545,38199000,1819,1614092734
240546,52059000,2479,1614092745
240547,36792000,1752,1614092752
240548,57708000,2748,1614092764
240549,36519000,1739,1614092773
240550,9030000,430,1614092774
240551,76146000,3626,1614092792
240552,11508000,548,1614092819
240553,84567000,4027,1614092831
240554,10080000,480,1614092833
240555,35427000,1687,1614092837
240556,50463000,2403,1614092854
240557,49938000,2378,1614092862
240558,18144000,864,1614092865
240559,77007000,3667,1614092877
240560,22050000,1050,1614092883
240561,35595000,1695,1614092887
240562,72555000,3455,1614092910
240563,19929000,949,1614092938
240564,65373000,3113,1614092952
240565,29694000,1414,1614092966
240566,37569000,1789,1614092971
240567,48384000,2304,1614092988
240568,10563000,503,1614092990
240569,10059000,479,1614092991
240570,83916000,3996,1614093001
240571,24234000,1154,1614093005
240572,61299000,2919,1614093020
240573,22617000,1077,1614093024
240574,62664000,2984,1614093067
240575,43785000,2085,1614093081
240576,34335000,1635,1614093089
240577,25158000,1198,1614093092
240578,18123000,863,1614093094
240579,25011000,1191,1614093097
240580,13776000,656,1614093099
240581,72051000,3431,1614093113
240582,13461000,641,1614093115
240583,32151000,1531,1614093119
240584,43785000,2085,1614093124
240585,46599000,2219,1614093143
240586,61068000,2908,1614093153
240587,47082000,2242,1614093172
240588,36519000,1739,1614093176
240589,65373000,3113,1614093185
240590,20202000,962,1614093198
240591,40278000,1918,1614093205
240592,53403000,2543,1614093227
240593,33852000,1612,1614093233
240594,51366000,2446,1614093249
240595,55314000,2634,1614093258
240596,26313000,1253,1614093261
240597,81459000,3879,1614093284
240598,26691000,1271,1614093307
240599,70686000,3366,1614093319
240600,37464000,1784,1614093333
240601,23205000,1105,1614093336
240602,67200000,3200,1614093374
240603,21420000,1020,1614093385
240604,30135000,1435,1614093391
240605,61131000,2911,1614093402
240606,42168000,2008,1614093423
240607,21882000,1042,1614093429
240608,69636000,3316,1614093446
240609,10647000,507,1614093448
240610,79968000,3808,1614093473
240611,22050000,1050,1614093483
240612,85785000,4085,1614093499
240613,22365000,1065,1614093503
240614,62727000,2987,1614093529
240615,23058000,1098,1614093533
240616,71400000,3400,1614093542
240617,35742000,1702,1614093552
240618,72408000,3448,1614093567
240619,35742000,1702,1614093578
240620,60858000,2898,1614093597
240621,10500000,500,1614093604
240622,85806000,4086,1614093622
240623,22344000,1064,1614093628
240624,85806000,4086,1614093643
240625,12348000,588,1614093650
240626,45864000,2184,1614093655
240627,62286000,2966,1614093665
240628,45864000,2184,1614093683
240629,39627000,1887,1614093696
240630,21126000,1006,1614093698
240631,14217000,677,1614093700
240632,27153000,1293,1614093703
240633,31122000,1482,1614093707
240634,66066000,3146,1614093715
240635,42084000,2004,1614093722
240636,49875000,2375,1614093730
240637,18564000,884,1614093733
240638,66507000,3167,1614093753
240639,14469000,689,1614093755
240640,53718000,2558,1614093762
240641,44247000,2107,1614093780
240642,41748000,1988,1614093811
240643,66402000,3162,1614093833
240644,39270000,1870,1614093850
240645,54558000,2598,1614093871
240646,52542000,2502,1614093890
240647,51198000,2438,1614093899
240648,49917000,2377,1614093918
240649,35553000,1693,1614093934
240650,54726000,2606,1614093947
240651,22554000,1074,1614093953
240652,62601000,2981,1614093984
240653,31458000,1498,1614093988
240654,54768000,2608,1614094007
240655,53382000,2542,1614094030
240656,37527000,1787,1614094036
240657,55650000,2650,1614094044
240658,52500000,2500,1614094065
240659,29799000,1419,1614094069
240660,74886000,3566,1614094078
240661,33264000,1584,1614094110
240662,51786000,2466,1614094126
240663,23100000,1100,1614094130
240664,63672000,3032,1614094150
240665,31857000,1517,1614094154
240666,16695000,795,1614094156
240667,68292000,3252,1614094164
240668,22869000,1089,1614094194
240669,62475000,2975,1614094208
240670,20601000,981,1614094210
240671,64932000,3092,1614094241
240672,29442000,1402,1614094249
240673,29715000,1415,1614094252
240674,35910000,1710,1614094257
240675,13041000,621,1614094259
240676,72933000,3473,1614094274
240677,17241000,821,1614094276
240678,47418000,2258,1614094282
240679,43365000,2065,1614094287
240680,49413000,2353,1614094293
240681,22974000,1094,1614094296
240682,65961000,3141,1614094309
240683,42189000,2009,1614094331
240684,21861000,1041,1614094338
240685,10647000,507,1614094339
240686,46095000,2195,1614094345
240687,45486000,2166,1614094364
240688,39921000,1901,1614094381
240689,57372000,2732,1614094396
240690,18585000,885,1614094399
240691,67158000,3198,1614094415
240692,40992000,1952,1614094433
240693,44058000,2098,1614094457
240694,41685000,1985,1614094519
240695,32109000,1529,1614094523
240696,76041000,3621,1614094533
240697,32109000,1529,1614094553
240698,42000000,2000,1614094561
240699,43281000,2061,1614094575
240700,62265000,2965,1614094585
240701,25515000,1215,1614094600
240702,41370000,1970,1614094605
240703,66780000,3180,1614094642
240704,24381000,1161,1614094652
240705,61593000,2933,1614094678
240706,46515000,2215,1614094687
240707,25263000,1203,1614094690
240708,70896000,3376,1614094699
240709,32046000,1526,1614094703
240710,18144000,864,1614094705
240711,79149000,3769,1614094715
240712,22638000,1078,1614094731
240713,62937000,2997,1614094749
240714,24381000,1161,1614094755
240715,83769000,3989,1614094798
240716,2583000,123,1614094801
240717,50778000,2418,1614094808
240718,37359000,1779,1614094812
240719,47838000,2278,1614094829
240720,59409000,2829,1614094853
240721,22050000,1050,1614094856
240722,74550000,3550,1614094868
240723,22050000,1050,1614094873
240724,67200000,3200,1614094883
240725,24150000,1150,1614094891
240726,13230000,630,1614094893
240727,36288000,1728,1614094897
240728,48783000,2323,1614094942
240729,57582000,2742,1614094951
240730,12516000,596,1614094953
240731,18606000,886,1614094955
240732,69216000,3296,1614094968
240733,10752000,512,1614094970
240734,75138000,3578,1614094989
240735,33012000,1572,1614094999
240736,28140000,1340,1614095004
240737,18333000,873,1614095006
240738,17850000,850,1614095008
240739,63462000,3022,1614095016
240740,44688000,2128,1614095036
240741,15183000,723,1614095039
240742,32571000,1551,1614095043
240743,52773000,2513,1614095059
240744,55377000,2637,1614095076
240745,52773000,2513,1614095091
240746,41727000,1987,1614095114
240747,63357000,3017,1614095127
240748,22050000,1050,1614095150
240749,62895000,2995,1614095170
240750,44856000,2136,1614095180
240751,21588000,1028,1614095183
240752,12117000,577,1614095184
240753,38157000,1817,1614095189
240754,14679000,699,1614095191
240755,70434000,3354,1614095222
240756,23079000,1099,1614095261
240757,15309000,729,1614095263
240758,59997000,2857,1614095270
240759,48153000,2293,1614095279
240760,36750000,1750,1614095283
240761,71400000,3400,1614095305
240762,34650000,1650,1614095313
240763,43050000,2050,1614095322
240764,48447000,2307,1614095332
240765,16653000,793,1614095338
240766,24255000,1155,1614095341
240767,69993000,3333,1614095389
240768,29505000,1405,1614095427
240769,78645000,3745,1614095443
240770,25305000,1205,1614095447
240771,60039000,2859,1614095461
240772,24969000,1189,1614095470
240773,54432000,2592,1614095479
240774,4620000,220,1614095480
240775,59115000,2815,1614095487
240776,49035000,2335,1614095493
240777,50736000,2416,1614095504
240778,22050000,1050,1614095508
240779,63042000,3002,1614095522
240780,45108000,2148,1614095540
240781,63042000,3002,1614095558
240782,34608000,1648,1614095568
240783,65016000,3096,1614095580
240784,43134000,2054,1614095593
240785,27300000,1300,1614095597
240786,58296000,2776,1614095617
240787,31353000,1493,1614095621
240788,70119000,3339,1614095630
240789,17997000,857,1614095643
240790,27447000,1307,1614095649
240791,62706000,2986,1614095656
240792,11235000,535,1614095658
240793,85512000,4072,1614095668
240794,22638000,1078,1614095675
240795,30513000,1453,1614095679
240796,30660000,1460,1614095683
240797,19110000,910,1614095685
240798,18102000,862,1614095688
240799,67011000,3191,1614095704
240800,41139000,1959,1614095714
240801,24213000,1153,1614095718
240802,61236000,2916,1614095744
240803,22701000,1081,1614095747
240804,62832000,2992,1614095765
240805,28875000,1375,1614095772
240806,79275000,3775,1614095787
240807,28875000,1375,1614095801
240808,51471000,2451,1614095810
240809,56679000,2699,1614095822
240810,24549000,1169,1614095829
240811,14406000,686,1614095831
240812,71358000,3398,1614095853
240813,36687000,1747,1614095863
240814,7455000,355,1614095864
240815,41664000,1984,1614095869
240816,15267000,727,1614095871
240817,70392000,3352,1614095888
240818,28077000,1337,1614095908
240819,64491000,3071,1614095929
240820,40719000,1939,1614095944
240821,25179000,1199,1614095949
240822,29883000,1423,1614095953
240823,75369000,3589,1614095962
240824,32445000,1545,1614096007
240825,57498000,2738,1614096014
240826,37506000,1786,1614096040
240827,13482000,642,1614096042
240828,48573000,2313,1614096048
240829,56511000,2691,1614096055
240830,29169000,1389,1614096083
240831,56721000,2701,1614096101
240832,51303000,2443,1614096116
240833,56847000,2707,1614096131
240834,37989000,1809,1614096150
240835,8400000,400,1614096152
240836,36498000,1738,1614096156
240837,48552000,2312,1614096170
240838,58632000,2792,1614096184
240839,17367000,827,1614096188
240840,14322000,682,1614096190
240841,60060000,2860,1614096198
240842,25536000,1216,1614096227
240843,60249000,2869,1614096243
240844,47397000,2257,1614096258
240845,60753000,2893,1614096274
240846,47397000,2257,1614096340
240847,26775000,1275,1614096343
240848,61824000,2944,1614096364
240849,45927000,2187,1614096370
240850,42819000,2039,1614096383
240851,22050000,1050,1614096387
240852,63231000,3011,1614096403
240853,31584000,1504,1614096417
240854,53466000,2546,1614096443
240855,53718000,2558,1614096458
240856,54432000,2592,1614096474
240857,2478000,118,1614096475
240858,56553000,2693,1614096482
240859,51597000,2457,1614096492
240860,24381000,1161,1614096496
240861,63840000,3040,1614096516
240862,35553000,1693,1614096520
240863,50085000,2385,1614096547
240864,58065000,2765,1614096591
240865,25221000,1201,1614096595
240866,59871000,2851,1614096609
240867,40446000,1926,1614096620
240868,15330000,730,1614096624
240869,70350000,3350,1614096638
240870,27930000,1330,1614096677
240871,51723000,2463,1614096684
240872,53193000,2533,1614096720
240873,23394000,1114,1614096723
240874,74634000,3554,1614096746
240875,33516000,1596,1614096766
240876,74634000,3554,1614096784
240877,33516000,1596,1614096790
240878,52017000,2477,1614096816
240879,22617000,1077,1614096824
240880,85533000,4073,1614096839
240881,13734000,654,1614096844
240882,45192000,2152,1614096850
240883,43911000,2091,1614096855
240884,41370000,1970,1614096869
240885,22869000,1089,1614096876
240886,71631000,3411,1614096897
240887,19782000,942,1614096904
240888,76650000,3650,1614096917
240889,31500000,1500,1614096933
240890,54222000,2582,1614096959
240891,30828000,1468,1614096967
240892,77322000,3682,1614096981
240893,3822000,182,1614096986
240894,78330000,3730,1614096996
240895,29820000,1420,1614097027
240896,20181000,961,1614097029
240897,33936000,1616,1614097034
240898,51534000,2454,1614097064
240899,56616000,2696,1614097082
240900,1281000,61,1614097085
240901,85449000,4069,1614097096
240902,15015000,715,1614097098
240903,39564000,1884,1614097103
240904,10185000,485,1614097104
240905,66318000,3158,1614097112
240906,29673000,1413,1614097116
240907,25515000,1215,1614097119
240908,17262000,822,1614097122
240909,67347000,3207,1614097130
240910,10164000,484,1614097131
240911,75831000,3611,1614097163
240912,31395000,1495,1614097172
240913,9471000,451,1614097174
240914,13188000,628,1614097175
240915,70329000,3349,1614097184
240916,37821000,1801,1614097194
240917,25599000,1219,1614097198
240918,23898000,1138,1614097201
240919,80850000,3850,1614097212
240920,22050000,1050,1614097221
240921,21000000,1000,1614097224
240922,64680000,3080,1614097237
240923,32529000,1549,1614097278
240924,74235000,3535,1614097287
240925,11865000,565,1614097300
240926,33999000,1619,1614097306
240927,51639000,2459,1614097312
240928,9072000,432,1614097313
240929,15960000,760,1614097315
240930,27027000,1287,1614097318
240931,57981000,2761,1614097332
240932,23142000,1102,1614097336
240933,54474000,2594,1614097343
240934,34944000,1664,1614097347
240935,50946000,2426,1614097365
240936,56910000,2710,1614097375
240937,35658000,1698,1614097384
240938,49371000,2351,1614097412
240939,31668000,1508,1614097416
240940,12663000,603,1614097417
240941,78939000,3759,1614097427
240942,29211000,1391,1614097447
240943,50946000,2426,1614097455
240944,37926000,1806,1614097460
240945,13986000,666,1614097462
240946,82026000,3906,1614097474
240947,26124000,1244,1614097493
240948,17325000,825,1614097495
240949,42441000,2021,1614097500
240950,43218000,2058,1614097544
240951,62202000,2962,1614097556
240952,43848000,2088,1614097570
240953,44667000,2127,1614097578
240954,38178000,1818,1614097582
240955,49602000,2362,1614097595
240956,17346000,826,1614097598
240957,38514000,1834,1614097603
240958,64470000,3070,1614097624
240959,15498000,738,1614097626
240960,70140000,3340,1614097646
240961,10962000,522,1614097648
240962,74025000,3525,1614097664
240963,34125000,1625,1614097682
240964,60375000,2875,1614097691
240965,11361000,541,1614097692
240966,79800000,3800,1614097705
240967,20727000,987,1614097772
240968,14364000,684,1614097774
240969,70686000,3366,1614097793
240970,26460000,1260,1614097799
240971,26250000,1250,1614097802
240972,59073000,2813,1614097819
240973,22827000,1087,1614097823
240974,63084000,3004,1614097837
240975,45066000,2146,1614097855
240976,36834000,1754,1614097863
240977,71316000,3396,1614097883
240978,23184000,1104,1614097894
240979,76566000,3646,1614097910
240980,20979000,999,1614097952
240981,64344000,3064,1614097962
240982,27552000,1312,1614097972
240983,42546000,2026,1614097981
240984,39438000,1878,1614097988
240985,46158000,2198,1614097994
240986,61992000,2952,1614098014
240987,44898000,2138,1614098024
240988,63252000,3012,1614098040
240989,44898000,2138,1614098051
240990,42000000,2000,1614098071
240991,19551000,931,1614098078
240992,59430000,2830,1614098086
240993,25683000,1223,1614098100
240994,77238000,3678,1614098114
240995,15792000,752,1614098122
240996,39627000,1887,1614098127
240997,63630000,3030,1614098135
240998,44520000,2120,1614098142
240999,34923000,1663,1614098146
241000,50715000,2415,1614098160
241001,57036000,2716,1614098174
241002,39165000,1865,1614098196
241003,68292000,3252,1614098213
241004,0,0,1614098214
241005,85134000,4054,1614098245
241006,14049000,669,1614098247
241007,7077000,337,1614098248
241008,85029000,4049,1614098273
241009,23121000,1101,1614098280
241010,9450000,450,1614098282
241011,75663000,3603,1614098326
241012,32319000,1539,1614098336
241013,29631000,1411,1614098343
241014,78519000,3739,1614098358
241015,23457000,1117,1614098365
241016,64386000,3066,1614098373
241017,21168000,1008,1614098387
241018,12138000,578,1614098389
241019,73500000,3500,1614098409
241020,22512000,1072,1614098412
241021,76902000,3662,1614098421
241022,31248000,1488,1614098431
241023,59052000,2812,1614098442
241024,49098000,2338,1614098457
241025,26502000,1262,1614098462
241026,56049000,2669,1614098469
241027,50337000,2397,1614098475
241028,47397000,2257,1614098481
241029,38556000,1836,1614098497
241030,24066000,1146,1614098502
241031,17073000,813,1614098504
241032,68712000,3272,1614098522
241033,39438000,1878,1614098551
241034,28455000,1355,1614098555
241035,69657000,3317,1614098564
241036,38493000,1833,1614098570
241037,15477000,737,1614098572
241038,73500000,3500,1614098585
241039,22050000,1050,1614098588
241040,51492000,2452,1614098595
241041,17955000,855,1614098597
241042,71442000,3402,1614098623
241043,21462000,1022,1614098630
241044,19194000,914,1614098632
241045,52773000,2513,1614098638
241046,33138000,1578,1614098666
241047,58443000,2783,1614098676
241048,33663000,1603,1614098707
241049,52080000,2480,1614098738
241050,14931000,711,1614098740
241051,45717000,2177,1614098745
241052,40614000,1934,1614098763
241053,13209000,629,1614098765
241054,72240000,3440,1614098781
241055,27573000,1313,1614098790
241056,26922000,1282,1614098796
241057,43575000,2075,1614098801
241058,42168000,2008,1614098832
241059,48405000,2305,1614098860
241060,58296000,2776,1614098875
241061,22197000,1057,1614098878
241062,37569000,1789,1614098883
241063,70581000,3361,1614098893
241064,19152000,912,1614098896
241065,51114000,2434,1614098902
241066,34860000,1660,1614098918
241067,73206000,3486,1614098929
241068,30660000,1460,1614098937
241069,64092000,3052,1614098947
241070,18900000,900,1614098951
241071,63378000,3018,1614098959
241072,44772000,2132,1614098981
241073,32844000,1564,1614098985
241074,52521000,2501,1614099015
241075,43302000,2062,1614099023
241076,56847000,2707,1614099046
241077,31311000,1491,1614099053
241078,33516000,1596,1614099057
241079,32508000,1548,1614099061
241080,27930000,1330,1614099064
241081,17220000,820,1614099066
241082,78204000,3724,1614099078
241083,7287000,347,1614099104
241084,60039000,2859,1614099112
241085,23373000,1113,1614099115
241086,15351000,731,1614099116
241087,70581000,3361,1614099131
241088,25305000,1205,1614099154
241089,9282000,442,1614099156
241090,75894000,3614,1614099172
241091,32256000,1536,1614099190
241092,75894000,3614,1614099210
241093,30702000,1462,1614099220
241094,60753000,2893,1614099231
241095,24423000,1163,1614099235
241096,44520000,2120,1614099240
241097,13104000,624,1614099242
241098,25326000,1206,1614099245
241099,59892000,2852,1614099260
241100,47460000,2260,1614099273
241101,37842000,1802,1614099349
241102,68208000,3248,1614099365
241103,29274000,1394,1614099374
241104,19908000,948,1614099376
241105,16401000,781,1614099378
241106,41958000,1998,1614099383
241107,57309000,2729,1614099421
241108,22050000,1050,1614099424
241109,54138000,2578,1614099431
241110,31479000,1499,1614099458
241111,75264000,3584,1614099472
241112,23142000,1102,1614099479
241113,9009000,429,1614099480
241114,36204000,1724,1614099485
241115,55209000,2629,1614099523
241116,18879000,899,1614099526
241117,7854000,374,1614099527
241118,65856000,3136,1614099535
241119,36204000,1724,1614099539
241120,48951000,2331,1614099554
241121,22995000,1095,1614099560
241122,63105000,3005,1614099568
241123,22008000,1048,1614099595
241124,28749000,1369,1614099600
241125,63063000,3003,1614099611
241126,45087000,2147,1614099630
241127,16695000,795,1614099632
241128,68607000,3267,1614099663
241129,39543000,1883,1614099680
241130,39816000,1896,1614099687
241131,45276000,2156,1614099741
241132,62874000,2994,1614099758
241133,45276000,2156,1614099773
241134,9450000,450,1614099774
241135,82341000,3921,1614099784
241136,18123000,863,1614099787
241137,36771000,1751,1614099792
241138,12432000,592,1614099793
241139,47565000,2265,1614099799
241140,60585000,2885,1614099807
241141,25158000,1198,1614099823
241142,60102000,2862,1614099843
241143,34713000,1653,1614099855
241144,69237000,3297,1614099873
241145,31836000,1516,1614099884
241146,75495000,3595,1614099897
241147,32655000,1555,1614099915
241148,63420000,3020,1614099952
241149,43239000,2059,1614099966
241150,22302000,1062,1614099970
241151,63399000,3019,1614100015
241152,9849000,469,1614100017
241153,30177000,1437,1614100020
241154,54810000,2610,1614100037
241155,53340000,2540,1614100079
241156,54810000,2610,1614100092
241157,10731000,511,1614100096
241158,50085000,2385,1614100102
241159,35532000,1692,1614100118
241160,50253000,2393,1614100137
241161,22365000,1065,1614100140
241162,77490000,3690,1614100149
241163,21798000,1038,1614100152
241164,72240000,3440,1614100164
241165,22050000,1050,1614100171
241166,61488000,2928,1614100181
241167,24612000,1172,1614100187
241168,61089000,2909,1614100198
241169,33369000,1589,1614100209
241170,19278000,918,1614100212
241171,34587000,1647,1614100216
241172,68250000,3250,1614100227
241173,23100000,1100,1614100232
241174,27216000,1296,1614100236
241175,69447000,3307,1614100244
241176,38703000,1843,1614100280
241177,46389000,2209,1614100308
241178,59472000,2832,1614100316
241179,8001000,381,1614100317
241180,15435000,735,1614100319
241181,52416000,2496,1614100325
241182,32739000,1559,1614100342
241183,58023000,2763,1614100356
241184,37128000,1768,1614100366
241185,68586000,3266,1614100380
241186,19530000,930,1614100384
241187,80367000,3827,1614100396
241188,23100000,1100,1614100400
241189,62349000,2969,1614100413
241190,22701000,1081,1614100421
241191,43323000,2063,1614100429
241192,42126000,2006,1614100437
241193,42924000,2044,1614100468
241194,45549000,2169,1614100474
241195,8610000,410,1614100475
241196,57036000,2716,1614100482
241197,21294000,1014,1614100484
241198,80745000,3845,1614100496
241199,22050000,1050,1614100502
241200,63525000,3025,1614100541
241201,22323000,1063,1614100545
241202,71925000,3425,1614100566
241203,12327000,587,1614100568
241204,41412000,1972,1614100573
241205,26691000,1271,1614100576
241206,16338000,778,1614100578
241207,14070000,670,1614100580
241208,48615000,2315,1614100586
241209,45213000,2153,1614100598
241210,11718000,558,1614100599
241211,82950000,3950,1614100611
241212,22050000,1050,1614100620
241213,65247000,3107,1614100630
241214,20853000,993,1614100633
241215,66885000,3185,1614100641
241216,41265000,1965,1614100647
241217,66885000,3185,1614100695
241218,32550000,1550,1614100770
241219,41223000,1963,1614100779
241220,34377000,1637,1614100784
241221,25074000,1194,1614100787
241222,15498000,738,1614100789
241223,80640000,3840,1614100799
241224,27510000,1310,1614100806
241225,72513000,3453,1614100819
241226,35637000,1697,1614100838
241227,57498000,2738,1614100857
241228,46893000,2233,1614100868
241229,34062000,1622,1614100874
241230,51177000,2437,1614100888
241231,22911000,1091,1614100892
241232,68628000,3268,1614100901
241233,10437000,497,1614100902
241234,14028000,668,1614100904
241235,74865000,3565,1614100917
241236,31374000,1494,1614100945
241237,53907000,2567,1614100960
241238,53487000,2547,1614100999
241239,54663000,2603,1614101014
241240,9912000,472,1614101020
241241,75600000,3600,1614101034
241242,17388000,828,1614101037
241243,21147000,1007,1614101039
241244,47565000,2265,1614101045
241245,60585000,2885,1614101053
241246,37968000,1808,1614101057
241247,70182000,3342,1614101067
241248,27741000,1321,1614101109
241249,16653000,793,1614101111
241250,15666000,746,1614101113
241251,69867000,3327,1614101126
241252,29106000,1386,1614101154
241253,22890000,1090,1614101157
241254,17724000,844,1614101159
241255,67788000,3228,1614101172
241256,18186000,866,1614101184
241257,67452000,3212,1614101205
241258,28560000,1360,1614101213
241259,43176000,2056,1614101220
241260,25977000,1237,1614101223
241261,59094000,2814,1614101237
241262,36519000,1739,1614101248
241263,34377000,1637,1614101254
241264,62769000,2989,1614101304
241265,27531000,1311,1614101313
241266,39060000,1860,1614101320
241267,33894000,1614,1614101324
241268,42399000,2019,1614101329
241269,43449000,2069,1614101344
241270,64701000,3081,1614101359
241271,31794000,1514,1614101368
241272,66906000,3186,1614101380
241273,41244000,1964,1614101400
241274,32256000,1536,1614101406
241275,22134000,1054,1614101409
241276,63819000,3039,1614101424
241277,44331000,2111,1614101444
241278,29904000,1424,1614101452
241279,25704000,1224,1614101456
241280,56049000,2669,1614101463
241281,25095000,1195,1614101466
241282,60690000,2890,1614101496
241283,14553000,693,1614101498
241284,70980000,3380,1614101540
241285,14553000,693,1614101553
241286,70833000,3373,1614101591
241287,21567000,1027,1614101596
241288,35889000,1709,1614101601
241289,39816000,1896,1614101607
241290,46032000,2192,1614101620
241291,22302000,1062,1614101623
241292,57729000,2749,1614101630
241293,28161000,1341,1614101660
241294,8820000,420,1614101661
241295,77091000,3671,1614101675
241296,22134000,1054,1614101681
241297,36561000,1741,1614101686
241298,66087000,3147,1614101694
241299,37464000,1784,1614101698
241300,53298000,2538,1614101724
241301,22050000,1050,1614101732
241302,85302000,4062,1614101748
241303,19320000,920,1614101766
241304,65814000,3134,1614101806
