NUMBER,GAS_USED,TXS,TIMESTAMP
241948,74361000,3541,1614110337
241949,29022000,1382,1614110342
241950,58170000,2770,1614110361
241951,27972000,1332,1614110374
241952,38388000,1828,1614110382
241953,41790000,1990,1614110389
241954,60984000,2904,1614110408
241955,40950000,1950,1614110433
241956,11592000,552,1614110434
241957,73479000,3499,1614110449
241958,23079000,1099,1614110459
241959,62097000,2957,1614110492
241960,46053000,2193,1614110513
241961,25347000,1207,1614110521
241962,63168000,3008,1614110532
241963,44982000,2142,1614110546
241964,33474000,1594,1614110552
241965,72282000,3442,1614110574
241966,10269000,489,1614110576
241967,27090000,1290,1614110579
241968,56931000,2711,1614110586
241969,37044000,1764,1614110591
241970,48825000,2325,1614110607
241971,30261000,1441,1614110614
241972,62706000,2986,1614110625
241973,44415000,2115,1614110663
241974,26733000,1273,1614110669
241975,77784000,3704,1614110681
241976,17850000,850,1614110689
241977,69762000,3322,1614110700
241978,14847000,707,1614110702
241979,23100000,1100,1614110705
241980,62496000,2976,1614110738
241981,43869000,2089,1614110745
241982,57372000,2732,1614110768
241983,50778000,2418,1614110787
241984,40572000,1932,1614110796
241985,14133000,673,1614110798
241986,81354000,3874,1614110808
241987,14511000,691,1614110810
241988,6909000,329,1614110811
241989,26523000,1263,1614110814
241990,59094000,2814,1614110834
241991,46809000,2229,1614110845
241992,61194000,2914,1614110860
241993,46956000,2236,1614110882
241994,61194000,2914,1614110902
241995,26523000,1263,1614110909
241996,56007000,2667,1614110918
241997,15981000,761,1614110920
241998,21147000,1007,1614110923
241999,64197000,3057,1614110943
242000,31563000,1503,1614110958
242001,13146000,626,1614110960
242002,8505000,405,1614110961
242003,79548000,3788,1614110971
242004,21651000,1031,1614110974
242005,43974000,2094,1614110979
242006,64176000,3056,1614110987
242007,34587000,1647,1614111018
242008,50148000,2388,1614111024
242009,58002000,2762,1614111048
242010,23772000,1132,1614111055
242011,52437000,2497,1614111064
242012,31941000,1521,1614111070
242013,34734000,1654,1614111074
242014,50652000,2412,1614111090
242015,33978000,1618,1614111118
242016,19950000,950,1614111121
242017,48741000,2321,1614111127
242018,12978000,618,1614111129
242019,77721000,3701,1614111141
242020,23100000,1100,1614111151
242021,29400000,1400,1614111155
242022,38766000,1846,1614111160
242023,55314000,2634,1614111193
242024,15204000,724,1614111195
242025,78078000,3718,1614111204
242026,30072000,1432,1614111210
242027,38472000,1832,1614111215
242028,57750000,2750,1614111227
242029,22050000,1050,1614111232
242030,38094000,1814,1614111237
242031,32802000,1562,1614111241
242032,51933000,2473,1614111247
242033,33411000,1591,1614111262
242034,74046000,3526,1614111274
242035,8505000,405,1614111278
242036,77196000,3676,1614111350
242037,13566000,646,1614111430
242038,72198000,3438,1614111465
242039,16296000,776,1614111467
242040,77322000,3682,1614111489
242041,28980000,1380,1614111500
242042,26838000,1278,1614111507
242043,22512000,1072,1614111510
242044,63126000,3006,1614111525
242045,22512000,1072,1614111530
242046,62727000,2987,1614111558
242047,15393000,733,1614111560
242048,22365000,1065,1614111563
242049,63546000,3026,1614111581
242050,33810000,1610,1614111588
242051,26922000,1282,1614111591
242052,58464000,2784,1614111611
242053,26397000,1257,1614111615
242054,77553000,3693,1614111638
242055,30597000,1457,1614111661
242056,54453000,2593,1614111684
242057,44331000,2111,1614111699
242058,63252000,3012,1614111713
242059,34881000,1661,1614111737
242060,59094000,2814,1614111748
242061,41118000,1958,1614111758
242062,67032000,3192,1614111769
242063,34692000,1652,1614111776
242064,9786000,466,1614111778
242065,35595000,1695,1614111782
242066,33999000,1619,1614111786
242067,47061000,2241,1614111792
242068,61089000,2909,1614111801
242069,14112000,672,1614111803
242070,28098000,1338,1614111807
242071,73962000,3522,1614111844
242072,22050000,1050,1614111851
242073,7875000,375,1614111852
242074,44793000,2133,1614111857
242075,63357000,3017,1614111880
242076,24045000,1145,1614111920
242077,69825000,3325,1614111945
242078,20769000,989,1614111956
242079,64491000,3071,1614111976
242080,22890000,1090,1614111982
242081,80010000,3810,1614112002
242082,22050000,1050,1614112011
242083,85617000,4077,1614112028
242084,22533000,1073,1614112036
242085,37002000,1762,1614112041
242086,49350000,2350,1614112054
242087,58800000,2800,1614112098
242088,29400000,1400,1614112107
242089,13356000,636,1614112109
242090,33369000,1589,1614112113
242091,74781000,3561,1614112136
242092,16842000,802,1614112139
242093,13209000,629,1614112140
242094,25788000,1228,1614112144
242095,64932000,3092,1614112165
242096,43218000,2058,1614112186
242097,46221000,2201,1614112192
242098,39396000,1876,1614112222
242099,22533000,1073,1614112225
242100,16863000,803,1614112227
242101,47124000,2244,1614112233
242102,57666000,2746,1614112240
242103,50484000,2404,1614112248
242104,52353000,2493,1614112271
242105,49308000,2348,1614112283
242106,47502000,2262,1614112291
242107,11151000,531,1614112293
242108,84987000,4047,1614112304
242109,12600000,600,1614112329
242110,18501000,881,1614112331
242111,52962000,2522,1614112338
242112,32046000,1526,1614112367
242113,65142000,3102,1614112376
242114,11277000,537,1614112378
242115,68817000,3277,1614112391
242116,24024000,1144,1614112484
242117,18501000,881,1614112486
242118,20937000,997,1614112489
242119,64344000,3064,1614112509
242120,28665000,1365,1614112538
242121,61908000,2948,1614112560
242122,44562000,2122,1614112577
242123,24213000,1153,1614112581
242124,63756000,3036,1614112602
242125,24192000,1152,1614112605
242126,25725000,1225,1614112609
242127,59829000,2849,1614112639
242128,12117000,577,1614112641
242129,85533000,4073,1614112652
242130,17598000,838,1614112654
242131,23520000,1120,1614112657
242132,72450000,3450,1614112679
242133,18648000,888,1614112705
242134,27762000,1322,1614112711
242135,61740000,2940,1614112719
242136,45360000,2160,1614112726
242137,62790000,2990,1614112747
242138,42210000,2010,1614112769
242139,23100000,1100,1614112774
242140,29610000,1410,1614112778
242141,55524000,2644,1614112794
242142,21210000,1010,1614112797
242143,65373000,3113,1614112871
242144,42567000,2027,1614112879
242145,45927000,2187,1614112888
242146,62223000,2963,1614112906
242147,45927000,2187,1614112919
242148,0,0,1614112923
242149,85827000,4087,1614112946
242150,22323000,1063,1614112955
242151,22071000,1051,1614112958
242152,84000000,4000,1614112968
242153,22050000,1050,1614112977
242154,26229000,1249,1614112980
242155,11529000,549,1614112982
242156,85050000,4050,1614113005
242157,20202000,962,1614113008
242158,44037000,2097,1614113014
242159,8904000,424,1614113015
242160,77049000,3669,1614113031
242161,31101000,1481,1614113049
242162,34986000,1666,1614113053
242163,45654000,2174,1614113059
242164,32340000,1540,1614113063
242165,52878000,2518,1614113081
242166,54432000,2592,1614113092
242167,53697000,2557,1614113106
242168,22113000,1053,1614113111
242169,63777000,3037,1614113125
242170,23268000,1108,1614113179
242171,34020000,1620,1614113183
242172,60795000,2895,1614113222
242173,47355000,2255,1614113239
242174,32970000,1570,1614113244
242175,56700000,2700,1614113256
242176,20727000,987,1614113259
242177,54411000,2591,1614113266
242178,44562000,2122,1614113285
242179,41244000,1964,1614113298
242180,43764000,2084,1614113308
242181,16107000,767,1614113310
242182,69174000,3294,1614113330
242183,14910000,710,1614113332
242184,70308000,3348,1614113350
242185,32760000,1560,1614113361
242186,75390000,3590,1614113377
242187,10500000,500,1614113379
242188,78750000,3750,1614113405
242189,22029000,1049,1614113410
242190,63945000,3045,1614113426
242191,44205000,2105,1614113435
242192,10962000,522,1614113436
242193,74781000,3561,1614113481
242194,28119000,1339,1614113499
242195,24444000,1164,1614113503
242196,52479000,2499,1614113509
242197,34272000,1632,1614113514
242198,58779000,2799,1614113521
242199,49371000,2351,1614113558
242200,29736000,1416,1614113566
242201,78414000,3734,1614113583
242202,29736000,1416,1614113596
242203,78414000,3734,1614113611
242204,7770000,370,1614113624
242205,84462000,4022,1614113635
242206,23688000,1128,1614113644
242207,49518000,2358,1614113653
242208,27321000,1301,1614113657
242209,57729000,2749,1614113687
242210,28014000,1334,1614113694
242211,15666000,746,1614113696
242212,62265000,2965,1614113706
242213,27300000,1300,1614113712
242214,40614000,1934,1614113717
242215,38136000,1816,1614113722
242216,47817000,2277,1614113739
242217,55734000,2654,1614113748
242218,40551000,1931,1614113760
242219,67494000,3214,1614113775
242220,40656000,1936,1614113815
242221,22113000,1053,1614113822
242222,65793000,3133,1614113842
242223,42126000,2006,1614113849
242224,65793000,3133,1614113871
242225,26166000,1246,1614113877
242226,45360000,2160,1614113882
242227,62790000,2990,1614113904
242228,39060000,1860,1614113910
242229,50589000,2409,1614113917
242230,34923000,1663,1614113930
242231,22638000,1078,1614113933
242232,20832000,992,1614113936
242233,71400000,3400,1614113962
242234,10626000,506,1614113963
242235,13524000,644,1614113965
242236,73626000,3506,1614113978
242237,22050000,1050,1614113982
242238,53802000,2562,1614113989
242239,54348000,2588,1614114011
242240,26775000,1275,1614114014
242241,58800000,2800,1614114028
242242,48720000,2320,1614114041
242243,0,0,1614114043
242244,77826000,3706,1614114053
242245,30324000,1444,1614114058
242246,55167000,2627,1614114072
242247,15834000,754,1614114074
242248,72891000,3471,1614114087
242249,17304000,824,1614114100
242250,80241000,3821,1614114125
242251,22050000,1050,1614114131
242252,61950000,2950,1614114139
242253,22890000,1090,1614114142
242254,63126000,3006,1614114160
242255,45024000,2144,1614114171
242256,19362000,922,1614114176
242257,76608000,3648,1614114187
242258,22554000,1074,1614114202
242259,12411000,591,1614114203
242260,73332000,3492,1614114217
242261,22050000,1050,1614114280
242262,82950000,3950,1614114296
242263,16842000,802,1614114298
242264,42273000,2013,1614114303
242265,18333000,873,1614114306
242266,26880000,1280,1614114309
242267,60669000,2889,1614114316
242268,24633000,1173,1614114344
242269,64827000,3087,1614114394
242270,37170000,1770,1614114401
242271,48132000,2292,1614114409
242272,22302000,1062,1614114412
242273,81921000,3901,1614114436
242274,17241000,821,1614114438
242275,67788000,3228,1614114451
242276,23121000,1101,1614114459
242277,61929000,2949,1614114484
242278,45255000,2155,1614114498
242279,46662000,2222,1614114509
242280,61488000,2928,1614114526
242281,24129000,1149,1614114553
242282,52206000,2486,1614114561
242283,31458000,1498,1614114565
242284,8232000,392,1614114566
242285,14217000,677,1614114568
242286,71316000,3396,1614114600
242287,32067000,1527,1614114608
242288,36183000,1723,1614114612
242289,24318000,1158,1614114615
242290,31773000,1513,1614114619
242291,27762000,1322,1614114622
242292,63273000,3013,1614114630
242293,44877000,2137,1614114663
242294,53025000,2525,1614114669
242295,26019000,1239,1614114672
242296,58989000,2809,1614114688
242297,23142000,1102,1614114691
242298,63966000,3046,1614114712
242299,21252000,1012,1614114726
242300,13860000,660,1614114728
242301,51534000,2454,1614114734
242302,56616000,2696,1614114756
242303,34062000,1622,1614114763
242304,51471000,2451,1614114774
242305,45759000,2179,1614114785
242306,21294000,1014,1614114790
242307,64722000,3082,1614114800
242308,43428000,2068,1614114821
242309,42189000,2009,1614114847
242310,43176000,2056,1614114862
242311,22785000,1085,1614114867
242312,49938000,2378,1614114873
242313,36876000,1756,1614114877
242314,11403000,543,1614114879
242315,41769000,1989,1614114884
242316,60417000,2877,1614114895
242317,22050000,1050,1614114903
242318,43533000,2073,1614114911
242319,41559000,1979,1614114926
242320,50841000,2421,1614114942
242321,57309000,2729,1614114962
242322,33033000,1573,1614114992
242323,52479000,2499,1614115019
242324,25851000,1231,1614115023
242325,62895000,2995,1614115035
242326,43827000,2087,1614115048
242327,41832000,1992,1614115056
242328,66318000,3158,1614115104
242329,41832000,1992,1614115135
242330,24654000,1174,1614115138
242331,14196000,676,1614115140
242332,82341000,3921,1614115150
242333,25809000,1229,1614115154
242334,59409000,2829,1614115170
242335,22932000,1092,1614115174
242336,57351000,2731,1614115181
242337,50799000,2419,1614115188
242338,57078000,2718,1614115208
242339,51072000,2432,1614115227
242340,42378000,2018,1614115239
242341,43512000,2072,1614115277
242342,55083000,2623,1614115290
242343,30093000,1433,1614115327
242344,26082000,1242,1614115331
242345,58968000,2808,1614115363
242346,32382000,1542,1614115389
242347,23226000,1106,1614115393
242348,55524000,2644,1614115400
242349,52626000,2506,1614115409
242350,10563000,503,1614115410
242351,85869000,4089,1614115422
242352,22281000,1061,1614115451
242353,62748000,2988,1614115519
242354,43869000,2089,1614115534
242355,55398000,2638,1614115554
242356,23730000,1130,1614115560
242357,74466000,3546,1614115576
242358,33684000,1604,1614115590
242359,45927000,2187,1614115597
242360,54747000,2607,1614115633
242361,48615000,2315,1614115645
242362,9912000,472,1614115649
242363,84966000,4046,1614115669
242364,10962000,522,1614115681
242365,20454000,974,1614115683
242366,71400000,3400,1614115709
242367,19215000,915,1614115723
242368,28980000,1380,1614115726
242369,46221000,2201,1614115732
242370,36603000,1743,1614115736
242371,59766000,2846,1614115748
242372,42000000,2000,1614115795
242373,22050000,1050,1614115799
242374,63315000,3015,1614115830
242375,40950000,1950,1614115868
242376,39900000,1900,1614115876
242377,50106000,2386,1614115885
242378,20139000,959,1614115888
242379,70581000,3361,1614115896
242380,34545000,1645,1614115907
242381,14154000,674,1614115909
242382,50526000,2406,1614115915
242383,57624000,2744,1614115938
242384,32382000,1542,1614115953
242385,62454000,2974,1614115965
242386,22050000,1050,1614115971
242387,86016000,4096,1614116005
242388,22134000,1054,1614116027
242389,63315000,3015,1614116062
242390,43386000,2066,1614116072
242391,23268000,1108,1614116075
242392,12348000,588,1614116077
242393,72996000,3476,1614116095
242394,16695000,795,1614116148
242395,81186000,3866,1614116165
242396,26250000,1250,1614116175
242397,62370000,2970,1614116185
242398,36372000,1732,1614116194
242399,31962000,1522,1614116201
242400,39186000,1866,1614116206
242401,68964000,3284,1614116216
242402,38451000,1831,1614116238
242403,46599000,2219,1614116248
242404,23100000,1100,1614116251
242405,41139000,1959,1614116256
242406,30450000,1450,1614116260
242407,8883000,423,1614116261
242408,11970000,570,1614116263
242409,54600000,2600,1614116269
242410,44037000,2097,1614116288
242411,41286000,1966,1614116318
242412,63861000,3041,1614116327
242413,18816000,896,1614116330
242414,54999000,2619,1614116336
242415,42315000,2015,1614116342
242416,43617000,2077,1614116357
242417,64428000,3068,1614116397
242418,8631000,411,1614116399
242419,34356000,1636,1614116403
242420,47838000,2278,1614116409
242421,60312000,2872,1614116418
242422,35070000,1670,1614116422
242423,21882000,1042,1614116425
242424,48951000,2331,1614116431
242425,36666000,1746,1614116474
242426,13062000,622,1614116476
242427,80346000,3826,1614116486
242428,16842000,802,1614116501
242429,68943000,3283,1614116522
242430,22365000,1065,1614116525
242431,62895000,2995,1614116582
242432,30849000,1469,1614116589
242433,55734000,2654,1614116625
242434,25704000,1224,1614116628
242435,59640000,2840,1614116644
242436,22806000,1086,1614116648
242437,26397000,1257,1614116651
242438,59010000,2810,1614116664
242439,12201000,581,1614116666
242440,73395000,3495,1614116709
242441,21588000,1028,1614116712
242442,83496000,3976,1614116736
242443,22134000,1054,1614116743
242444,47166000,2246,1614116751
242445,32739000,1559,1614116755
242446,52731000,2511,1614116781
242447,45339000,2159,1614116802
242448,11550000,550,1614116806
242449,76650000,3650,1614116817
242450,15729000,749,1614116828
242451,70056000,3336,1614116849
242452,35553000,1693,1614116866
242453,37800000,1800,1614116872
242454,37674000,1794,1614116876
242455,47607000,2267,1614116894
242456,42693000,2033,1614116910
242457,46557000,2217,1614116935
242458,59766000,2846,1614116948
242459,43533000,2073,1614116958
242460,52374000,2494,1614116966
242461,43449000,2069,1614116972
242462,49560000,2360,1614116978
242463,58590000,2790,1614116987
242464,28623000,1363,1614117015
242465,53865000,2565,1614117022
242466,25641000,1221,1614117025
242467,29022000,1382,1614117029
242468,72429000,3449,1614117054
242469,22050000,1050,1614117063
242470,73395000,3495,1614117075
242471,27405000,1305,1614117091
242472,64197000,3057,1614117102
242473,43911000,2091,1614117116
242474,40089000,1909,1614117124
242475,55356000,2636,1614117136
242476,22050000,1050,1614117141
242477,56028000,2668,1614117148
242478,30870000,1470,1614117152
242479,55062000,2622,1614117178
242480,30366000,1446,1614117209
242481,61572000,2932,1614117246
242482,15624000,744,1614117249
242483,59556000,2836,1614117256
242484,30303000,1443,1614117260
242485,63084000,3004,1614117281
242486,22260000,1060,1614117310
242487,40089000,1909,1614117315
242488,13230000,630,1614117316
242489,70287000,3347,1614117325
242490,37863000,1803,1614117373
242491,70287000,3347,1614117388
242492,4620000,220,1614117391
242493,30576000,1456,1614117395
242494,54495000,2595,1614117409
242495,28518000,1358,1614117418
242496,57603000,2743,1614117428
242497,50547000,2407,1614117448
242498,25200000,1200,1614117456
242499,60333000,2873,1614117471
242500,44982000,2142,1614117480
242501,55146000,2626,1614117489
242502,48132000,2292,1614117510
242503,20118000,958,1614117515
242504,45024000,2144,1614117521
242505,45885000,2185,1614117546
242506,29967000,1427,1614117555
242507,12474000,594,1614117557
242508,86016000,4096,1614117567
242509,22134000,1054,1614117575
242510,62916000,2996,1614117597
242511,0,0,1614117600
242512,35259000,1679,1614117604
242513,69300000,3300,1614117615
242514,31899000,1519,1614117656
242515,29295000,1395,1614117659
242516,55860000,2660,1614117705
242517,36078000,1718,1614117710
242518,36981000,1761,1614117715
242519,41685000,1985,1614117730
242520,59052000,2812,1614117743
242521,34398000,1638,1614117750
242522,57519000,2739,1614117761
242523,24318000,1158,1614117771
242524,61110000,2910,1614117804
242525,24402000,1162,1614117812
242526,13104000,624,1614117814
242527,72597000,3457,1614117832
242528,20076000,956,1614117860
242529,38955000,1855,1614117864
242530,46431000,2211,1614117891
242531,51555000,2455,1614117911
242532,6573000,313,1614117915
242533,76986000,3666,1614117926
242534,22050000,1050,1614117936
242535,63000000,3000,1614117973
242536,42000000,2000,1614117997
242537,22050000,1050,1614118002
242538,51723000,2463,1614118008
242539,32130000,1530,1614118012
242540,62223000,2963,1614118024
242541,29841000,1421,1614118035
242542,15456000,736,1614118039
242543,69867000,3327,1614118068
242544,38283000,1823,1614118091
242545,29673000,1413,1614118095
242546,38451000,1831,1614118100
242547,69699000,3319,1614118122
242548,27006000,1286,1614118125
242549,21588000,1028,1614118128
242550,66906000,3186,1614118180
242551,21231000,1011,1614118186
242552,44268000,2108,1614118192
242553,47397000,2257,1614118204
242554,38241000,1821,1614118239
242555,22512000,1072,1614118244
242556,66360000,3160,1614118302
242557,40992000,1952,1614118310
242558,19341000,921,1614118312
242559,78855000,3755,1614118349
242560,6174000,294,1614118376
242561,83076000,3956,1614118386
242562,21546000,1026,1614118389
242563,76251000,3631,1614118400
242564,26439000,1259,1614118405
242565,58632000,2792,1614118421
242566,35091000,1671,1614118428
242567,39186000,1866,1614118433
242568,49707000,2367,1614118446
242569,21168000,1008,1614118448
242570,67200000,3200,1614118514
242571,9870000,470,1614118515
242572,14028000,668,1614118517
242573,78519000,3739,1614118553
242574,19509000,929,1614118556
242575,27069000,1289,1614118559
242576,54390000,2590,1614118566
242577,51723000,2463,1614118573
242578,15876000,756,1614118575
242579,11760000,560,1614118577
242580,17787000,847,1614118579
242581,29127000,1387,1614118583
242582,26523000,1263,1614118586
242583,65100000,3100,1614118611
242584,43050000,2050,1614118631
242585,65100000,3100,1614118644
242586,43050000,2050,1614118657
242587,22260000,1060,1614118660
242588,38787000,1847,1614118664
242589,64260000,3060,1614118689
242590,43890000,2090,1614118721
242591,64260000,3060,1614118738
242592,43890000,2090,1614118758
242593,41202000,1962,1614118771
242594,66024000,3144,1614118787
242595,42126000,2006,1614118798
242596,60396000,2876,1614118825
242597,35700000,1700,1614118830
242598,50064000,2384,1614118849
242599,35742000,1702,1614118866
242600,58275000,2775,1614118879
242601,17136000,816,1614118882
242602,71148000,3388,1614118921
242603,22470000,1070,1614118926
242604,20769000,989,1614118928
242605,64995000,3095,1614118971
242606,21861000,1041,1614118975
242607,63210000,3010,1614119004
242608,14805000,705,1614119006
242609,70434000,3354,1614119020
242610,10647000,507,1614119022
242611,74823000,3563,1614119054
242612,29967000,1427,1614119065
242613,7182000,342,1614119066
242614,20265000,965,1614119069
242615,65184000,3104,1614119085
242616,42966000,2046,1614119102
242617,42882000,2042,1614119134
242618,13881000,661,1614119136
242619,68313000,3253,1614119144
242620,39837000,1897,1614119150
242621,45633000,2173,1614119156
242622,61362000,2922,1614119190
242623,11256000,536,1614119191
242624,73941000,3521,1614119206
242625,22533000,1073,1614119209
242626,67641000,3221,1614119217
242627,39480000,1880,1614119241
242628,22050000,1050,1614119244
242629,59535000,2835,1614119252
242630,25914000,1234,1614119281
242631,35574000,1694,1614119286
242632,65226000,3106,1614119296
242633,20286000,966,1614119309
242634,65520000,3120,1614119330
242635,22617000,1077,1614119383
242636,8820000,420,1614119385
242637,76230000,3630,1614119418
242638,17934000,854,1614119421
242639,84861000,4041,1614119444
242640,19362000,922,1614119447
242641,13965000,665,1614119449
242642,44331000,2111,1614119454
242643,10059000,479,1614119455
242644,23247000,1107,1614119458
242645,62097000,2957,1614119478
242646,30156000,1436,1614119507
242647,48405000,2305,1614119514
242648,7539000,359,1614119515
242649,77952000,3712,1614119529
242650,22659000,1079,1614119540
242651,85491000,4071,1614119553
242652,12285000,585,1614119557
242653,85344000,4064,1614119568
242654,12138000,578,1614119570
242655,73038000,3478,1614119604
242656,26586000,1266,1614119622
242657,73563000,3503,1614119631
242658,15813000,753,1614119644
242659,60060000,2860,1614119653
242660,32277000,1537,1614119657
242661,71295000,3395,1614119693
242662,17010000,810,1614119721
242663,68649000,3269,1614119739
242664,22491000,1071,1614119742
242665,32529000,1549,1614119746
242666,52521000,2501,1614119765
242667,54138000,2578,1614119774
242668,25011000,1191,1614119777
242669,65016000,3096,1614119789
242670,23016000,1096,1614119793
242671,63000000,3000,1614119806
242672,22134000,1054,1614119811
242673,63441000,3021,1614119829
242674,44268000,2108,1614119837
242675,41328000,1968,1614119853
242676,22554000,1074,1614119856
242677,68649000,3269,1614119864
242678,11151000,531,1614119866
242679,8400000,400,1614119867
242680,73143000,3483,1614119876
242681,35007000,1667,1614119882
242682,52563000,2503,1614119900
242683,45108000,2148,1614119919
242684,39984000,1904,1614119932
242685,45129000,2149,1614119963
242686,40509000,1929,1614119979
242687,29967000,1427,1614119983
242688,71988000,3428,1614119993
242689,36162000,1722,1614120013
242690,71988000,3428,1614120029
242691,36162000,1722,1614120048
242692,71988000,3428,1614120071
242693,25200000,1200,1614120083
242694,15834000,754,1614120085
242695,69174000,3294,1614120116
242696,23205000,1105,1614120130
242697,20412000,972,1614120133
242698,49728000,2368,1614120139
242699,42441000,2021,1614120151
242700,42693000,2033,1614120176
242701,59829000,2849,1614120189
242702,22512000,1072,1614120196
242703,45528000,2168,1614120202
242704,62622000,2982,1614120210
242705,38178000,1818,1614120218
242706,47166000,2246,1614120246
242707,42315000,2015,1614120265
242708,44604000,2124,1614120284
242709,45507000,2167,1614120315
242710,11340000,540,1614120317
242711,74382000,3542,1614120335
242712,31479000,1499,1614120352
242713,26817000,1277,1614120357
242714,58296000,2776,1614120414
242715,33537000,1597,1614120446
242716,36099000,1719,1614120451
242717,56343000,2683,1614120470
242718,33684000,1604,1614120475
242719,44604000,2124,1614120480
242720,35385000,1685,1614120485
242721,64260000,3060,1614120493
242722,31626000,1506,1614120505
242723,69615000,3315,1614120543
242724,38388000,1828,1614120557
242725,48258000,2298,1614120567
242726,56805000,2705,1614120576
242727,26775000,1275,1614120580
242728,35742000,1702,1614120584
242729,56175000,2675,1614120597
242730,26880000,1280,1614120607
242731,7623000,363,1614120608
242732,15078000,718,1614120610
242733,85176000,4056,1614120620
242734,22974000,1094,1614120670
242735,24276000,1156,1614120676
242736,74886000,3566,1614120695
242737,10122000,482,1614120697
242738,7749000,369,1614120698
242739,51261000,2441,1614120704
242740,16296000,776,1614120706
242741,85785000,4085,1614120717
242742,22365000,1065,1614120720
242743,12999000,619,1614120721
242744,56910000,2710,1614120728
242745,38094000,1814,1614120746
242746,42588000,2028,1614120751
242747,40446000,1926,1614120756
242748,59241000,2821,1614120768
242749,25851000,1231,1614120791
242750,41958000,1998,1614120799
242751,44562000,2122,1614120830
242752,51114000,2434,1614120864
242753,36246000,1726,1614120868
242754,49224000,2344,1614120883
242755,35847000,1707,1614120912
242756,8232000,392,1614120913
242757,31143000,1483,1614120917
242758,59640000,2840,1614120924
242759,40110000,1910,1614120929
242760,45150000,2150,1614120958
242761,60669000,2889,1614120972
242762,33600000,1600,1614120993
242763,50610000,2410,1614121021
242764,54474000,2594,1614121039
242765,53424000,2544,1614121050
242766,54726000,2606,1614121069
242767,50715000,2415,1614121082
242768,40614000,1934,1614121119
242769,45486000,2166,1614121133
242770,23100000,1100,1614121136
242771,69972000,3332,1614121158
242772,21189000,1009,1614121161
242773,76230000,3630,1614121170
242774,9807000,467,1614121171
242775,34965000,1665,1614121176
242776,29778000,1418,1614121179
242777,61887000,2947,1614121187
242778,30744000,1464,1614121191
242779,46788000,2228,1614121197
242780,17493000,833,1614121199
242781,68523000,3263,1614121207
242782,24339000,1159,1614121220
242783,63945000,3045,1614121231
242784,35469000,1689,1614121238
242785,72681000,3461,1614121249
242786,35028000,1668,1614121262
242787,73122000,3482,1614121277
242788,17997000,857,1614121285
242789,46158000,2198,1614121291
242790,39480000,1880,1614121308
242791,63252000,3012,1614121316
242792,27447000,1307,1614121320
242793,58149000,2769,1614121337
242794,49581000,2361,1614121352
242795,48573000,2313,1614121362
242796,37086000,1766,1614121389
242797,70686000,3366,1614121404
242798,7308000,348,1614121407
242799,19635000,935,1614121410
242800,65772000,3132,1614121425
242801,10143000,483,1614121426
242802,16800000,800,1614121428
242803,69132000,3292,1614121443
242804,22218000,1058,1614121448
242805,16401000,781,1614121450
242806,17661000,841,1614121453
242807,85407000,4067,1614121463
242808,21063000,1003,1614121492
242809,23205000,1105,1614121495
242810,61824000,2944,1614121511
242811,46326000,2206,1614121555
242812,39984000,1904,1614121576
242813,24591000,1171,1614121580
242814,60690000,2890,1614121609
242815,22869000,1089,1614121613
242816,72681000,3461,1614121623
242817,35469000,1689,1614121644
242818,72681000,3461,1614121662
242819,28350000,1350,1614121669
242820,53445000,2545,1614121679
242821,54705000,2605,1614121694
242822,31059000,1479,1614121723
242823,22386000,1066,1614121726
242824,70014000,3334,1614121738
242825,22050000,1050,1614121744
242826,31164000,1484,1614121748
242827,74130000,3530,1614121784
242828,21798000,1038,1614121787
242829,63882000,3042,1614121805
242830,22512000,1072,1614121809
242831,62706000,2986,1614121825
242832,33495000,1595,1614121833
242833,52206000,2486,1614121861
242834,42987000,2047,1614121877
242835,63672000,3032,1614121889
242836,24003000,1143,1614121924
242837,54369000,2589,1614121932
242838,38115000,1815,1614121939
242839,23646000,1126,1614121942
242840,15456000,736,1614121944
242841,14091000,671,1614121946
242842,10626000,506,1614121947
242843,50715000,2415,1614121954
242844,57435000,2735,1614121974
242845,47334000,2254,1614121983
242846,36750000,1750,1614121991
242847,11760000,560,1614121993
242848,85365000,4065,1614122005
242849,22785000,1085,1614122026
242850,85365000,4065,1614122040
242851,22785000,1085,1614122056
242852,10815000,515,1614122058
242853,30450000,1450,1614122062
242854,74928000,3568,1614122071
242855,33222000,1582,1614122080
242856,17136000,816,1614122083
242857,49749000,2369,1614122089
242858,36036000,1716,1614122102
242859,11592000,552,1614122104
242860,23772000,1132,1614122107
242861,74445000,3545,1614122116
242862,33705000,1605,1614122123
242863,74445000,3545,1614122136
242864,13503000,643,1614122144
242865,74109000,3529,1614122157
242866,25536000,1216,1614122172
242867,59577000,2837,1614122185
242868,15435000,735,1614122187
242869,77931000,3711,1614122223
242870,17451000,831,1614122226
242871,60165000,2865,1614122233
242872,25830000,1230,1614122248
242873,11634000,554,1614122249
242874,76482000,3642,1614122272
242875,31668000,1508,1614122294
242876,39438000,1878,1614122303
242877,46494000,2214,1614122333
242878,43953000,2093,1614122339
242879,55671000,2651,1614122363
242880,45129000,2149,1614122391
242881,47271000,2251,1614122404
242882,23100000,1100,1614122408
242883,8211000,391,1614122409
242884,52269000,2489,1614122416
242885,48111000,2291,1614122427
242886,53235000,2535,1614122440
242887,54915000,2615,1614122451
242888,53235000,2535,1614122467
